uptime_1600023,temperature,humidity,aqi,winp,wind,weather,rtu2
2018-12-31 03:35:00,-3℃,92%,52,1级,东北风,晴,52
2018-12-31 04:35:00,-4℃,90%,50,1级,东北风,晴,52
2018-12-31 20:40:00,0℃,77%,53,1级,西北风,多云,57
2018-12-31 21:35:00,0℃,76%,54,1级,北风,多云,58
2018-12-31 22:35:00,0℃,78%,53,1级,北风,多云,59
2018-12-31 23:25:00,0℃,76%,57,2级,北风,多云,58
2018-12-30 01:35:00,-1℃,45%,54,2级,东北风,阵雪,53
2018-12-30 02:35:00,-1℃,48%,52,2级,东北风,阴,52
2018-12-30 03:35:00,-1℃,48%,52,2级,东风,阵雪,53
2018-12-30 04:35:00,-1℃,49%,52,2级,东北风,阵雪,52
2018-12-30 20:35:00,-2℃,91%,65,1级,东北风,阴,52
2018-12-30 21:35:00,-2℃,90%,68,1级,东北风,阴,52
2018-12-30 22:35:00,-2℃,89%,67,1级,东风,阴,54
2018-12-30 23:25:00,-3℃,90%,64,0级,风,多云,52
2018-12-29 01:35:00,-3℃,47%,54,2级,东北风,晴,46
2018-12-29 02:35:00,-4℃,41%,56,2级,东北风,晴,50
2018-12-29 03:35:00,-4℃,42%,59,2级,东北风,晴,49
2018-12-29 04:35:00,-4℃,45%,59,1级,东北风,阵雪,46
2018-12-29 20:35:00,0℃,43%,64,2级,东北风,阵雪,55
2018-12-29 21:35:00,-1℃,43%,59,1级,北风,阵雪,55
2018-12-29 22:35:00,-1℃,45%,62,2级,东北风,阵雪,58
2018-12-29 23:25:00,0℃,46%,61,2级,北风,阵雪,54
2018-12-28 01:35:00,0℃,85%,31,3级,东北风,多云,4257
2018-12-28 02:35:00,0℃,84%,35,3级,东北风,多云,4122
2018-12-28 03:35:00,0℃,83%,40,2级,东北风,多云,6086
2018-12-28 04:35:00,0℃,77%,42,3级,东北风,多云,128
2018-12-28 20:35:00,-2℃,41%,43,3级,东北风,晴,39
2018-12-28 21:35:00,-2℃,45%,45,3级,北风,晴,41
2018-12-28 22:35:00,-2℃,46%,50,2级,北风,晴,42
2018-12-28 23:25:00,-3℃,46%,51,2级,东北风,晴,46
2018-12-27 01:35:00,3℃,92%,19,2级,东北风,雨夹雪,234
2018-12-27 02:35:00,3℃,92%,20,2级,东北风,雨夹雪,4178
2018-12-27 03:35:00,3℃,92%,17,2级,东北风,雨夹雪,5405
2018-12-27 04:35:00,3℃,92%,16,2级,东风,雨夹雪,5042
2018-12-27 20:35:00,2℃,79%,44,3级,东北风,阴,4773
2018-12-27 21:35:00,2℃,82%,42,3级,东北风,阴,4204
2018-12-27 22:35:00,2℃,82%,35,2级,东北风,阴,4602
2018-12-27 23:25:00,1℃,83%,36,2级,东北风,多云,4118
2018-12-26 01:35:00,7℃,94%,53,1级,北风,阴,4131
2018-12-26 02:35:00,7℃,94%,43,1级,北风,阴,5731
2018-12-26 03:35:00,7℃,95%,38,2级,北风,阴,5228
2018-12-26 04:35:00,6℃,95%,32,2级,东北风,阵雨,5778
2018-12-26 04:50:00,6℃,95%,32,2级,东北风,阵雨,4189
2018-12-26 20:35:00,5℃,93%,32,2级,东北风,阵雨,5604
2018-12-26 21:35:00,4℃,92%,18,2级,东北风,阵雨,6018
2018-12-26 22:35:00,4℃,92%,18,2级,东北风,阴,5315
2018-12-26 23:25:00,4℃,91%,16,2级,东北风,阴,4898
2018-12-25 01:35:00,7℃,92%,68,2级,东北风,阵雨,31
2018-12-25 02:35:00,6℃,94%,67,0级,风,阵雨,34
2018-12-25 03:35:00,6℃,94%,68,1级,东北风,阵雨,60
2018-12-25 04:35:00,6℃,94%,65,1级,北风,阵雨,5935
2018-12-25 20:35:00,7℃,94%,83,1级,东北风,阵雨,5007
2018-12-25 21:35:00,7℃,94%,77,1级,东北风,阵雨,5023
2018-12-25 22:35:00,7℃,93%,70,1级,北风,阴,226
2018-12-25 23:25:00,7℃,93%,68,2级,西北风,阵雨,4432
2018-12-24 01:35:00,6℃,66%,124,1级,东北风,晴,41
2018-12-24 02:05:00,6℃,64%,114,1级,东北风,晴,43
2018-12-24 03:35:00,5℃,67%,105,1级,东风,晴,44
2018-12-24 04:35:00,3℃,78%,99,1级,东北风,晴,45
2018-12-24 20:35:00,8℃,75%,73,3级,东风,阴,25
2018-12-24 21:20:00,8℃,74%,73,2级,东风,多云,24
2018-12-24 22:20:00,5℃,91%,73,3级,南风,多云,25
2018-12-24 23:25:00,8℃,79%,72,1级,东风,多云,24
2018-12-23 01:35:00,7℃,91%,129,1级,东北风,阴,81
2018-12-23 02:35:00,6℃,92%,137,1级,东北风,阴,59
2018-12-23 03:35:00,7℃,89%,148,1级,西北风,阴,41
2018-12-23 04:35:00,6℃,88%,143,2级,西北风,阴,37
2018-12-23 20:35:00,6℃,84%,212,1级,东风,晴,39
2018-12-23 21:40:00,7℃,64%,222,2级,东风,多云,36
2018-12-23 22:35:00,6℃,64%,223,1级,北风,晴,34
2018-12-23 23:25:00,5℃,73%,165,1级,北风,晴,31
2018-12-22 01:35:00,9℃,94%,68,2级,东北风,阵雨,20
2018-12-22 02:35:00,9℃,95%,62,2级,东北风,阵雨,53
2018-12-22 03:35:00,9℃,95%,58,1级,北风,阴,66
2018-12-22 04:35:00,9℃,95%,60,2级,东北风,阵雨,98
2018-12-22 20:35:00,8℃,96%,107,2级,东北风,阵雨,119
2018-12-22 21:35:00,8℃,96%,99,2级,北风,阵雨,134
2018-12-22 22:35:00,8℃,95%,99,2级,东北风,阵雨,130
2018-12-22 23:25:00,7℃,93%,104,2级,北风,阴,128
2018-12-21 01:35:00,8℃,96%,74,1级,北风,多云,20
2018-12-21 02:35:00,9℃,95%,79,1级,东北风,多云,20
2018-12-21 03:35:00,9℃,96%,83,0级,风,多云,19
2018-12-21 04:35:00,9℃,95%,83,1级,北风,多云,20
2018-12-21 20:35:00,10℃,89%,92,2级,东北风,阴,20
2018-12-21 21:35:00,10℃,90%,77,2级,东北风,阴,20
2018-12-21 22:30:00,10℃,91%,67,1级,东北风,阴,20
2018-12-21 23:25:00,10℃,91%,63,2级,东北风,阴,20
2018-12-20 01:35:00,8℃,97%,82,0级,风,阵雨,19
2018-12-20 04:35:00,7℃,98%,70,1级,东风,阵雨,18
2018-12-20 20:35:00,10℃,91%,59,2级,东风,多云,19
2018-12-20 21:35:00,9℃,92%,57,1级,东风,多云,19
2018-12-20 22:35:00,8℃,94%,67,1级,东风,多云,19
2018-12-20 23:25:00,7℃,96%,68,1级,东北风,多云,19
2018-12-19 02:35:00,8℃,69%,87,1级,东北风,多云,20
2018-12-19 04:35:00,7℃,76%,75,1级,东风,多云,20
2018-12-19 20:35:00,8℃,95%,99,1级,西风,阵雨,20
2018-12-19 21:35:00,8℃,96%,103,1级,西南风,阵雨,20
2018-12-19 22:35:00,8℃,96%,98,1级,西北风,阵雨,20
2018-12-19 23:25:00,8℃,97%,92,0级,风,阵雨,21
2018-12-18 02:35:00,0℃,94%,124,0级,风,晴,19
2018-12-18 04:35:00,0℃,95%,120,0级,风,晴,19
2018-12-18 21:35:00,9℃,67%,107,2级,南风,晴,19
2018-12-18 23:05:00,9℃,70%,102,2级,东南风,多云,19
2018-12-17 02:35:00,0℃,89%,140,0级,风,晴,19
2018-12-17 04:35:00,0℃,94%,140,0级,风,晴,19
2018-12-17 21:35:00,4℃,87%,133,2级,东南风,晴,19
2018-12-17 23:05:00,3℃,88%,135,1级,东南风,晴,19
2018-12-16 02:35:00,2℃,82%,109,1级,西风,多云,19
2018-12-16 04:35:00,0℃,90%,109,1级,西南风,多云,19
2018-12-16 21:35:00,2℃,88%,119,1级,西风,晴,19
2018-12-16 23:05:00,1℃,91%,145,1级,西风,晴,19
2018-12-15 02:35:00,4℃,78%,70,2级,东北风,晴,50
2018-12-15 04:35:00,4℃,83%,72,1级,东北风,晴,46
2018-12-15 21:35:00,5℃,82%,90,2级,西风,阴,0
2018-12-15 23:05:00,4℃,81%,97,1级,西风,多云,17
2018-12-14 02:35:00,-3℃,88%,115,0级,风,晴,90
2018-12-14 04:35:00,-3℃,87%,119,0级,风,晴,118
2018-12-14 21:35:00,4℃,74%,83,1级,东北风,多云,71
2018-12-14 23:05:00,4℃,70%,84,2级,东北风,晴,58
2018-12-13 02:35:00,-3℃,94%,200,0级,风,晴,244
2018-12-13 04:35:00,-4℃,94%,192,0级,风,晴,179
2018-12-13 21:35:00,1℃,65%,142,2级,东北风,晴,130
2018-12-13 23:05:00,1℃,63%,139,1级,东风,晴,148
2018-12-12 02:35:00,0℃,82%,205,1级,西北风,多云,361
2018-12-12 04:35:00,0℃,83%,203,2级,西北风,多云,353
2018-12-12 21:35:00,-2℃,92%,198,0级,风,晴,285
2018-12-12 23:05:00,-2℃,93%,201,0级,风,晴,273
2018-12-11 02:35:00,1℃,97%,45,2级,西北风,雨夹雪,18
2018-12-11 04:35:00,2℃,97%,54,2级,西风,雨夹雪,18
2018-12-11 21:35:00,1℃,74%,170,2级,北风,多云,141
2018-12-11 23:05:00,0℃,80%,189,2级,西北风,多云,446
2018-12-10 02:35:00,0℃,96%,55,1级,东北风,雨夹雪,18
2018-12-10 04:35:00,0℃,96%,62,1级,东北风,雨夹雪,18
2018-12-10 21:35:00,4℃,96%,29,1级,北风,阵雨,18
2018-12-10 23:05:00,3℃,97%,29,2级,西北风,雨夹雪,18
2018-12-09 01:55:00,0℃,57%,55,2级,东北风,阴,17
2018-12-09 04:30:00,0℃,54%,54,3级,东风,阴,17
2018-12-09 21:35:00,0℃,94%,54,1级,东北风,雨夹雪,17
2018-12-09 23:05:00,0℃,95%,54,1级,北风,雨夹雪,18
2018-12-08 02:05:00,0℃,67%,35,2级,东北风,阴,17
2018-12-08 04:35:00,0℃,64%,36,2级,东北风,阴,17
2018-12-08 21:20:00,1℃,53%,54,3级,东北风,阴,17
2018-12-08 23:00:00,0℃,53%,52,2级,东北风,阴,17
2018-12-07 02:35:00,4℃,88%,93,2级,东北风,阴,19
2018-12-07 04:35:00,3℃,81%,97,3级,东北风,阴,18
2018-12-07 21:35:00,1℃,70%,41,2级,东北风,阴,17
2018-12-07 23:05:00,0℃,69%,39,2级,东北风,阴,18
2018-12-06 02:35:00,6℃,94%,16,2级,东北风,阵雨,18
2018-12-06 04:35:00,6℃,91%,18,3级,北风,阴,18
2018-12-06 21:35:00,4℃,87%,53,3级,东北风,阵雨,19
2018-12-06 23:05:00,4℃,89%,58,1级,东北风,雨夹雪,19
2018-12-05 02:35:00,7℃,77%,55,2级,东风,多云,18
2018-12-05 04:35:00,7℃,78%,56,2级,东风,多云,18
2018-12-05 21:35:00,6℃,95%,26,2级,东北风,阵雨,18
2018-12-05 23:05:00,6℃,95%,16,3级,东北风,阵雨,18
2018-12-04 02:35:00,10℃,92%,25,3级,西北风,阴,19
2018-12-04 04:35:00,10℃,93%,28,2级,北风,阵雨,18
2018-12-04 21:35:00,8℃,75%,64,2级,东北风,多云,18
2018-12-04 23:05:00,8℃,77%,60,2级,东风,多云,18
2018-12-03 02:35:00,13℃,94%,152,1级,西北风,阴,18
2018-12-03 04:35:00,13℃,96%,142,1级,西南风,阴,18
2018-12-03 21:35:00,12℃,96%,67,3级,西北风,阵雨,19
2018-12-03 23:05:00,11℃,94%,55,3级,西北风,阵雨,19
2018-12-02 02:35:00,12℃,90%,160,2级,南风,多云,18
2018-12-02 04:35:00,12℃,91%,168,2级,东南风,多云,18
2018-12-02 21:35:00,13℃,95%,199,0级,风,阴,18
2018-12-02 23:05:00,13℃,94%,200,1级,西北风,阴,18
2018-12-01 02:35:00,11℃,91%,235,2级,西北风,多云,18
2018-12-01 04:35:00,11℃,91%,246,1级,西北风,多云,18
2018-12-01 21:35:00,13℃,82%,158,1级,东南风,多云,18
2018-12-01 23:05:00,13℃,85%,158,2级,东南风,多云,18
2018-11-30 02:35:00,9℃,94%,169,1级,东风,阴,18
2018-11-30 04:35:00,9℃,94%,172,2级,东北风,阴,18
2018-11-30 21:45:00,10℃,91%,234,1级,北风,阴,18
2018-11-30 23:05:00,10℃,91%,230,2级,西北风,多云,18
2018-11-29 02:35:00,7℃,94%,144,1级,东北风,多云,18
2018-11-29 04:35:00,6℃,96%,139,1级,东风,多云,18
2018-11-29 21:35:00,10℃,88%,219,1级,东北风,多云,18
2018-11-28 02:35:00,7℃,96%,153,0级,风,多云,18
2018-11-28 04:35:00,6℃,97%,149,1级,西北风,多云,18
2018-11-28 21:35:00,9℃,92%,153,0级,风,晴,18
2018-11-28 23:05:00,9℃,91%,147,1级,东北风,多云,18
2018-11-27 02:35:00,7℃,97%,176,0级,风,雾,18
2018-11-27 04:35:00,5℃,97%,185,0级,风,雾,18
2018-11-27 21:35:00,9℃,93%,147,0级,风,晴,18
2018-11-27 23:05:00,8℃,94%,147,1级,西风,多云,18
2018-11-26 04:05:00,5℃,96%,148,0级,风,晴,18
2018-11-26 04:35:00,5℃,96%,148,1级,北风,晴,18
2018-11-26 21:35:00,8℃,90%,133,1级,东南风,晴,18
2018-11-26 23:05:00,7℃,92%,133,1级,东风,多云,18
2018-11-25 02:35:00,6℃,94%,125,1级,西南风,多云,18
2018-11-25 04:35:00,6℃,95%,124,1级,西风,多云,18
2018-11-25 21:35:00,8℃,89%,135,1级,北风,多云,18
2018-11-25 23:05:00,7℃,92%,145,0级,风,晴,18
2018-11-24 02:35:00,6℃,92%,88,1级,西南风,多云,18
2018-11-24 04:35:00,5℃,94%,97,1级,西南风,多云,18
2018-11-24 21:35:00,9℃,86%,122,1级,西北风,阴,18
2018-11-24 23:05:00,8℃,91%,128,0级,风,多云,18
2018-11-23 02:35:00,7℃,80%,98,0级,风,晴,17
2018-11-23 04:35:00,5℃,90%,114,1级,东风,晴,17
2018-11-23 21:35:00,11℃,74%,85,2级,东南风,晴,17
2018-11-23 23:05:00,11℃,73%,88,2级,南风,多云,18
2018-11-22 02:35:00,8℃,74%,169,2级,北风,多云,17
2018-11-22 04:35:00,4℃,87%,160,1级,西风,多云,17
2018-11-22 23:05:00,9℃,60%,90,2级,东南风,晴,17
2018-11-21 02:35:00,11℃,91%,107,1级,北风,阴,17
2018-11-21 04:35:00,11℃,88%,132,1级,西北风,阴,17
2018-11-21 21:35:00,10℃,79%,213,2级,西北风,多云,18
2018-11-21 23:05:00,10℃,81%,207,2级,西北风,多云,18
2018-11-20 02:35:00,7℃,92%,68,2级,东风,多云,17
2018-11-20 04:35:00,7℃,94%,95,0级,风,多云,17
2018-11-20 21:35:00,12℃,80%,72,1级,东南风,阴,18
2018-11-20 23:05:00,12℃,86%,78,1级,西北风,阴,18
2018-11-19 02:35:00,8℃,82%,42,2级,西北风,多云,17
2018-11-19 04:35:00,8℃,78%,39,2级,北风,多云,17
2018-11-19 21:35:00,8℃,89%,78,1级,东风,多云,13
2018-11-19 23:05:00,6℃,94%,69,1级,东风,多云,17
2018-11-18 02:35:00,7℃,95%,38,2级,东北风,阵雨,17
2018-11-18 04:35:00,7℃,96%,43,2级,东北风,阵雨,17
2018-11-18 21:35:00,8℃,91%,53,1级,西北风,阴,17
2018-11-18 23:05:00,8℃,90%,58,1级,西风,多云,18
2018-11-17 02:35:00,9℃,76%,50,2级,东北风,多云,17
2018-11-17 04:35:00,9℃,74%,30,2级,东北风,多云,17
2018-11-17 21:35:00,8℃,95%,32,2级,东北风,阵雨,17
2018-11-17 23:05:00,8℃,95%,29,2级,北风,阵雨,17
2018-11-16 02:35:00,11℃,94%,39,2级,北风,阵雨,17
2018-11-16 04:35:00,11℃,94%,45,1级,北风,阵雨,18
2018-11-16 21:35:00,10℃,82%,67,2级,东风,多云,17
2018-11-16 23:05:00,10℃,80%,65,2级,东北风,多云,17
2018-11-15 02:35:00,13℃,80%,67,1级,东北风,阴,18
2018-11-15 04:35:00,13℃,84%,79,2级,东北风,阴,17
2018-11-15 21:35:00,12℃,93%,39,2级,东北风,阵雨,18
2018-11-15 23:05:00,11℃,95%,36,2级,东北风,阵雨,18
2018-11-14 02:35:00,11℃,72%,63,2级,东风,多云,18
2018-11-14 04:35:00,12℃,74%,68,1级,东风,多云,18
2018-11-14 21:35:00,13℃,81%,60,1级,东风,阴,18
2018-11-14 23:05:00,13℃,82%,62,1级,东北风,阴,18
2018-11-13 02:35:00,9℃,93%,53,0级,风,多云,18
2018-11-13 04:35:00,8℃,95%,62,1级,东北风,多云,18
2018-11-13 21:35:00,11℃,73%,69,1级,东风,阴,18
2018-11-13 23:05:00,12℃,70%,65,2级,东风,多云,18
2018-11-12 02:35:00,10℃,91%,53,1级,西北风,多云,18
2018-11-12 04:35:00,9℃,96%,62,1级,东北风,多云,17
2018-11-12 21:35:00,14℃,72%,53,2级,东北风,阴,18
2018-11-12 23:05:00,13℃,76%,51,2级,东北风,多云,18
2018-11-11 02:35:00,13℃,90%,93,2级,北风,阴,17
2018-11-11 04:35:00,12℃,91%,88,1级,西风,阴,18
2018-11-11 21:35:00,12℃,84%,52,2级,东北风,阴,17
2018-11-11 23:05:00,12℃,85%,49,1级,北风,多云,18
2018-11-10 02:35:00,8℃,91%,50,0级,风,多云,18
2018-11-10 04:35:00,8℃,93%,55,1级,东风,多云,18
2018-11-10 21:35:00,13℃,93%,97,1级,西南风,多云,18
2018-11-10 23:05:00,13℃,91%,103,1级,东北风,多云,18
2018-11-09 02:35:00,4℃,96%,51,0级,风,晴,18
2018-11-09 04:35:00,3℃,97%,51,0级,风,晴,18
2018-11-09 21:35:00,8℃,88%,61,1级,东南风,晴,18
2018-11-09 23:05:00,8℃,92%,58,2级,东南风,多云,18
2018-11-08 02:35:00,8℃,93%,12,2级,西北风,阴,17
2018-11-08 04:35:00,8℃,95%,11,2级,西风,阵雨,17
2018-11-08 21:35:00,6℃,93%,52,1级,西南风,晴,18
2018-11-08 23:05:00,5℃,94%,50,1级,南风,晴,17
2018-11-07 02:35:00,9℃,94%,15,3级,北风,阴,18
2018-11-07 04:35:00,9℃,95%,15,4级,西北风,阴,18
2018-11-07 21:35:00,9℃,95%,17,2级,西北风,阴,17
2018-11-07 23:05:00,9℃,96%,16,2级,西北风,阵雨,17
2018-11-06 02:35:00,15℃,89%,58,2级,东风,阴,18
2018-11-06 04:35:00,14℃,95%,53,2级,东北风,阴,18
2018-11-06 21:35:00,9℃,92%,14,3级,东北风,阴,18
2018-11-06 23:05:00,9℃,93%,15,3级,北风,阴,18
2018-11-05 02:30:00,17℃,86%,70,1级,东风,多云,18
2018-11-05 04:35:00,18℃,83%,70,2级,东北风,多云,18
2018-11-05 21:35:00,16℃,85%,58,2级,东风,阴,18
2018-11-05 23:00:00,16℃,85%,60,2级,东北风,阴,18
2018-11-04 02:35:00,12℃,96%,73,1级,东风,多云,18
2018-11-04 04:20:00,13℃,96%,77,1级,东风,多云,18
2018-11-04 21:35:00,20℃,74%,67,2级,东风,多云,18
2018-11-04 23:05:00,19℃,78%,73,1级,东北风,多云,19
2018-11-03 02:30:00,13℃,73%,54,2级,东风,多云,18
2018-11-03 04:20:00,12℃,79%,58,1级,东风,多云,18
2018-11-03 21:20:00,16℃,85%,62,2级,东风,晴,18
2018-11-03 23:00:00,15℃,90%,68,2级,东风,晴,18
2018-11-02 02:35:00,12℃,68%,72,2级,东风,晴,18
2018-11-02 04:30:00,11℃,69%,68,2级,东风,晴,18
2018-11-02 21:35:00,14℃,64%,55,2级,东风,晴,19
2018-11-02 23:05:00,14℃,66%,54,1级,东风,多云,19
2018-11-01 02:35:00,10℃,76%,65,1级,东风,晴,18
2018-11-01 04:35:00,9℃,83%,68,1级,东风,晴,18
2018-11-01 21:20:00,13℃,62%,74,1级,东风,多云,18
2018-11-01 23:00:00,12℃,64%,70,1级,东风,多云,18
2018-10-31 02:35:00,11℃,86%,55,0级,风,多云,18
2018-10-31 04:30:00,10℃,92%,58,1级,东南风,多云,18
2018-10-31 21:30:00,15℃,61%,67,2级,东风,晴,19
2018-10-31 23:00:00,13℃,68%,67,1级,东风,晴,19
2018-10-30 02:35:00,9℃,79%,101,1级,西南风,晴,18
2018-10-30 04:35:00,8℃,85%,82,1级,西风,晴,18
2018-10-30 21:35:00,17℃,59%,103,2级,东北风,阴,18
2018-10-30 23:10:00,16℃,68%,105,2级,东北风,多云,18
2018-10-29 02:35:00,9℃,77%,75,1级,西风,晴,18
2018-10-29 04:35:00,9℃,76%,61,1级,西南风,晴,18
2018-10-29 21:35:00,12℃,65%,116,1级,东北风,晴,18
2018-10-29 23:05:00,11℃,74%,117,1级,东风,晴,18
2018-10-28 02:35:00,6℃,83%,66,1级,西风,晴,18
2018-10-28 04:35:00,6℃,83%,60,1级,西南风,晴,18
2018-10-28 21:25:00,12℃,57%,69,1级,西风,晴,18
2018-10-28 23:00:00,11℃,64%,66,1级,西风,晴,18
2018-10-27 02:30:00,7℃,86%,75,1级,东南风,晴,18
2018-10-27 04:30:00,6℃,84%,73,1级,南风,晴,18
2018-10-27 21:35:00,9℃,75%,78,1级,西风,晴,18
2018-10-27 23:05:00,8℃,73%,78,1级,西风,晴,18
2018-10-26 02:35:00,17℃,92%,78,2级,西北风,阴,18
2018-10-26 04:35:00,16℃,86%,57,2级,西北风,阴,18
2018-10-26 21:30:00,9℃,72%,86,1级,西北风,晴,19
2018-10-26 23:05:00,8℃,78%,93,1级,西北风,晴,18
2018-10-25 02:30:00,16℃,85%,112,1级,南风,多云,18
2018-10-25 04:30:00,16℃,89%,127,1级,东风,阵雨,18
2018-10-25 21:30:00,17℃,96%,99,1级,西风,阴,18
2018-10-25 23:05:00,17℃,96%,105,1级,西风,阴,18
2018-10-24 02:40:00,15℃,91%,89,1级,南风,多云,18
2018-10-24 04:35:00,13℃,94%,89,1级,北风,多云,18
2018-10-24 21:35:00,17℃,72%,81,1级,东南风,晴,19
2018-10-24 23:05:00,16℃,77%,81,2级,东风,多云,19
2018-10-23 02:40:00,11℃,97%,57,1级,西风,多云,18
2018-10-23 04:40:00,10℃,97%,60,1级,西南风,多云,18
2018-10-23 21:35:00,16℃,84%,77,0级,风,多云,18
2018-10-23 23:05:00,15℃,88%,75,1级,东南风,多云,18
2018-10-22 02:40:00,15℃,93%,42,1级,东北风,阵雨,18
2018-10-22 04:40:00,14℃,95%,52,2级,北风,阵雨,17
2018-10-22 21:40:00,13℃,94%,58,1级,西北风,阴,17
2018-10-22 23:10:00,12℃,96%,59,0级,风,多云,17
2018-10-21 02:40:00,16℃,73%,58,2级,东风,阴,18
2018-10-21 04:40:00,16℃,76%,59,2级,东风,阴,18
2018-10-21 21:35:00,16℃,94%,57,1级,西风,阴,18
2018-10-21 23:10:00,16℃,94%,59,1级,西风,阵雨,18
2018-10-20 02:40:00,14℃,66%,55,2级,东风,阴,18
2018-10-20 04:45:00,14℃,72%,53,1级,东风,阴,18
2018-10-20 21:40:00,17℃,70%,67,1级,东北风,阴,18
2018-10-20 23:05:00,16℃,72%,65,1级,东风,阴,18
2018-10-19 02:40:00,12℃,66%,53,1级,东风,多云,18
2018-10-19 04:35:00,12℃,67%,53,2级,东风,多云,18
2018-10-19 21:40:00,15℃,57%,55,2级,东风,阴,18
2018-10-19 23:10:00,15℃,59%,52,2级,东北风,阴,18
2018-10-18 02:40:00,14℃,83%,53,2级,东北风,多云,18
2018-10-18 04:35:00,13℃,77%,53,2级,东北风,多云,18
2018-10-18 21:40:00,14℃,54%,53,3级,东风,阴,18
2018-10-18 23:10:00,14℃,55%,53,2级,东风,多云,18
2018-10-17 02:40:00,12℃,96%,53,1级,西风,多云,18
2018-10-17 04:40:00,12℃,96%,53,1级,西南风,多云,18
2018-10-17 21:40:00,14℃,74%,53,1级,东北风,晴,18
2018-10-17 23:10:00,16℃,75%,53,3级,东北风,多云,18
2018-10-16 02:40:00,13℃,95%,36,0级,风,多云,18
2018-10-16 04:40:00,12℃,95%,43,1级,西北风,多云,18
2018-10-16 21:35:00,14℃,92%,53,1级,西北风,多云,18
2018-10-16 23:10:00,13℃,93%,53,1级,东北风,多云,18
2018-10-15 02:40:00,16℃,85%,59,1级,东北风,多云,18
2018-10-15 04:35:00,16℃,83%,65,2级,东风,多云,18
2018-10-15 21:35:00,14℃,90%,36,1级,东风,阵雨,18
2018-10-15 23:10:00,14℃,94%,28,1级,北风,阵雨,18
2018-10-14 02:40:00,16℃,68%,63,2级,东北风,阴,18
2018-10-14 04:40:00,15℃,74%,66,0级,风,阴,19
2018-10-14 21:40:00,16℃,90%,72,1级,东风,阴,18
2018-10-14 23:10:00,17℃,83%,77,1级,东风,多云,18
2018-10-13 02:40:00,10℃,75%,63,1级,北风,晴,19
2018-10-13 04:40:00,9℃,82%,58,1级,东北风,晴,19
2018-10-13 21:35:00,18℃,60%,62,2级,东风,阴,18
2018-10-13 23:10:00,17℃,63%,59,1级,东风,阴,19
2018-10-12 02:40:00,10℃,83%,69,0级,风,多云,19
2018-10-12 04:40:00,10℃,84%,68,1级,西风,多云,19
2018-10-12 21:40:00,12℃,60%,66,1级,东风,晴,19
2018-10-12 23:05:00,10℃,71%,65,0级,风,晴,19
2018-10-11 02:40:00,7℃,80%,50,0级,风,晴,19
2018-10-11 04:45:00,6℃,87%,53,0级,风,晴,19
2018-10-11 21:40:00,11℃,72%,76,1级,东风,晴,19
2018-10-11 23:10:00,11℃,72%,80,1级,东北风,多云,19
2018-10-10 02:40:00,16℃,68%,71,2级,东北风,多云,20
2018-10-10 04:40:00,14℃,65%,68,2级,东北风,多云,19
2018-10-10 21:40:00,12℃,54%,59,1级,东风,晴,19
2018-10-10 23:15:00,13℃,49%,60,2级,东风,晴,19
2018-10-09 02:30:00,19℃,93%,82,1级,西南风,阴,20
2018-10-09 04:30:00,18℃,92%,85,1级,西南风,多云,19
2018-10-09 21:40:00,19℃,49%,119,4级,北风,阴,20
2018-10-09 23:10:00,18℃,53%,104,3级,北风,多云,20
2018-10-08 02:30:00,17℃,89%,103,1级,东南风,阴,20
2018-10-08 04:30:00,17℃,90%,83,1级,东南风,阴,20
2018-10-08 21:30:00,20℃,82%,86,1级,东风,阴,20
2018-10-08 23:00:00,20℃,84%,79,1级,东南风,阴,20
2018-10-07 02:30:00,13℃,90%,84,1级,南风,晴,19
2018-10-07 04:20:00,12℃,91%,85,1级,东南风,晴,19
2018-10-07 21:30:00,18℃,83%,125,1级,东风,多云,20
